Equipes;Joueurs;Position;Matchs Joués;Buts Marqués;Buts Assités;Nbre Minutes Jouées;Buts Comptés;Victoires;Défaites;Tirs Subits;Buts Alloués
Montreal Canadiens;Rinat Valiev\valieri01;D;2;0;0;0;0;0;0;0;0
Florida Panthers;Curtis Valk\valkcu01;AG;1;0;0;0;0;0;0;0;0
Toronto Maple Leafs;James van Riemsdyk\vanrija01;AG;73;34;17;0;0;0;0;0;0
Carolina Hurricanes;Trevor van Riemsdyk\vanritr01;D;71;2;11;0;0;0;0;0;0
Toronto Maple Leafs;Thomas Vanek\vanekth01;AG;73;21;29;0;0;0;0;0;0
Vancouver Canucks;Thomas Vanek\vanekth01;AG;61;17;24;0;0;0;0;0;0
Columbus Blue Jackets;Thomas Vanek\vanekth01;AG;12;4;5;0;0;0;0;0;0
Toronto Maple Leafs;Sami Vatanen\vatansa01;D;65;4;27;0;0;0;0;0;0
New Jersey Devils;Sami Vatanen\vatansa01;D;50;3;24;0;0;0;0;0;0
Anaheim Ducks;Sami Vatanen\vatansa01;D;15;1;3;0;0;0;0;0;0
Toronto Maple Leafs;Frank Vatrano\vatrafr01;C;32;5;1;0;0;0;0;0;0
Boston Bruins;Frank Vatrano\vatrafr01;C;25;2;0;0;0;0;0;0;0
Florida Panthers;Frank Vatrano\vatrafr01;C;7;3;1;0;0;0;0;0;0
Anaheim Ducks;Antoine Vermette\vermean01;C;63;8;8;0;0;0;0;0;0
Calgary Flames;Kris Versteeg\verstkr01;AD;24;3;5;0;0;0;0;0;0
New York Rangers;Jimmy Vesey\veseyji02;AG;71;15;7;0;0;0;0;0;0
Vancouver Canucks;Jake Virtanen\virtaja01;AD;69;8;9;0;0;0;0;0;0
San Jose Sharks;Marc-Edouard Vlasic\vlasima01;D;73;10;21;0;0;0;0;0;0
Philadelphia Flyers;Jakub Voracek\voracja01;AD;75;19;61;0;0;0;0;0;0
Washington Capitals;Jakub Vrana\vranaja01;AG;67;13;14;0;0;0;0;0;0
Florida Panthers;Radim Vrbata\vrbatra01;AD;41;5;9;0;0;0;0;0;0
Toronto Maple Leafs;Chris Wagner\wagnech01;C;72;6;9;0;0;0;0;0;0
Anaheim Ducks;Chris Wagner\wagnech01;C;64;6;9;0;0;0;0;0;0
New York Islanders;Chris Wagner\wagnech01;AD;8;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Nathan Walker\walkena01;AG;9;1;0;0;0;0;0;0;0
Washington Capitals;Nathan Walker\walkena01;AG;7;1;0;0;0;0;0;0;0
Edmonton Oilers;Nathan Walker\walkena01;AG;2;0;0;0;0;0;0;0;0
Carolina Hurricanes;Lucas Wallmark\wallmlu01;C;11;1;0;0;0;0;0;0;0
San Jose Sharks;Joel Ward\wardjo02;AD;46;5;6;0;0;0;0;0;0
Colorado Avalanche;David Warsofsky\warsoda01;D;12;0;4;0;0;0;0;0;0
Nashville Predators;Austin Watson\watsoau01;AG;70;12;4;0;0;0;0;0;0
Philadelphia Flyers;Jordan Weal\wealjo01;C;64;7;10;0;0;0;0;0;0
Montreal Canadiens;Shea Weber\webersh01;D;26;6;10;0;0;0;0;0;0
Nashville Predators;Yannick Weber\weberya01;D;46;2;3;0;0;0;0;0;0
Florida Panthers;MacKenzie Weegar\weegama01;D;50;1;5;0;0;0;0;0;0
Philadelphia Flyers;Dale Weise\weiseda01;AD;45;4;4;0;0;0;0;0;0
Anaheim Ducks;Andy Welinski\welinan01;D;4;0;2;0;0;0;0;0;0
Columbus Blue Jackets;Alexander Wennberg\wennbal01;C;60;8;25;0;0;0;0;0;0
Columbus Blue Jackets;Zach Werenski\werenza01;D;71;14;19;0;0;0;0;0;0
Winnipeg Jets;Blake Wheeler\wheelbl01;AD;74;19;64;0;0;0;0;0;0
Ottawa Senators;Colin White\whiteco02;C;15;2;1;0;0;0;0;0;0
Ottawa Senators;Chris Wideman\widemch01;D;16;3;5;0;0;0;0;0;0
Carolina Hurricanes;Justin Williams\williju01;AD;74;15;30;0;0;0;0;0;0
Colorado Avalanche;Colin Wilson\wilsoco01;C;53;6;11;0;0;0;0;0;0
Toronto Maple Leafs;Scott Wilson\wilsosc01;C;61;6;7;0;0;0;0;0;0
Buffalo Sabres;Scott Wilson\wilsosc01;C;41;6;7;0;0;0;0;0;0
Detroit Red Wings;Scott Wilson\wilsosc01;AG;17;0;0;0;0;0;0;0;0
Pittsburgh Penguins;Scott Wilson\wilsosc01;AG;3;0;0;0;0;0;0;0;0
Washington Capitals;Tom Wilson\wilsoto01;AD;70;11;20;0;0;0;0;0;0
Toronto Maple Leafs;Tommy Wingels\wingeto01;AD;68;8;7;0;0;0;0;0;0
Chicago Blackhawks;Tommy Wingels\wingeto01;AD;57;7;5;0;0;0;0;0;0
Boston Bruins;Tommy Wingels\wingeto01;AD;11;1;2;0;0;0;0;0;0
Minnesota Wild;Daniel Winnik\winnida01;AG;72;6;14;0;0;0;0;0;0
Detroit Red Wings;Luke Witkowski\witkolu01;AD;29;1;1;0;0;0;0;0;0
Ottawa Senators;Christian Wolanin\wolanch01;D;1;0;0;0;0;0;0;0;0
New Jersey Devils;Miles Wood\woodmi01;AG;69;17;12;0;0;0;0;0;0
Colorado Avalanche;Nail Yakupov\yakupna01;AD;55;9;7;0;0;0;0;0;0
Edmonton Oilers;Kailer Yamamoto\yamamka01;AD;9;0;3;0;0;0;0;0;0
Florida Panthers;Keith Yandle\yandlke01;D;72;7;42;0;0;0;0;0;0
New Jersey Devils;Pavel Zacha\zachapa01;C;61;6;14;0;0;0;0;0;0
Colorado Avalanche;Nikita Zadorov\zadorni01;D;69;7;13;0;0;0;0;0;0
Toronto Maple Leafs;Nikita Zaitsev\zaitsni01;D;52;4;8;0;0;0;0;0;0
New Jersey Devils;Travis Zajac\zajactr01;C;56;11;11;0;0;0;0;0;0
Detroit Red Wings;Henrik Zetterberg\zettehe01;AG;74;10;37;0;0;0;0;0;0
New York Rangers;Mika Zibanejad\zibanmi01;C;64;26;18;0;0;0;0;0;0
New York Rangers;Mats Zuccarello\zuccama01;AD;73;15;34;0;0;0;0;0;0
Minnesota Wild;Jason Zucker\zuckeja01;AG;73;29;28;0;0;0;0;0;0
Carolina Hurricanes;Valentin Zykov\zykovva01;AG;2;2;0;0;0;0;0;0;0
St. Louis Blues;Jake Allen\allenja01;G;52;0;1;2936;133;25;21;1420;107
Toronto Maple Leafs;Frederik Andersen\anderfr01;G;60;0;1;3534;165;34;19;2005;94
Ottawa Senators;Craig Anderson\andercr01;G;53;0;0;2947;163;21;22;1616;115
New Jersey Devils;Ken Appleby\appleke01;G;3;0;0;124;3;0;1;55;
Colorado Avalanche;Jonathan Bernier\bernijo01;G;32;0;1;1757;83;18;11;953;100
Anaheim Ducks;Reto Berra\berrare01;G;5;0;0;182;7;1;1;95;
Chicago Blackhawks;Jean-Francois Berube\berubje02;G;11;0;0;549;36;2;5;330;125
Dallas Stars;Ben Bishop\bishobe01;G;53;0;1;2887;120;26;17;1437;96
Columbus Blue Jackets;Sergei Bobrovsky\bobrose01;G;60;0;2;3609;143;34;21;1832;89
Edmonton Oilers;Laurent Brossoit\brossla01;G;13;0;1;707;38;3;7;334;130
Tampa Bay Lightning;Peter Budaj\budajpe01;G;8;0;0;430;27;3;3;217;
Los Angeles Kings;Jack Campbell\campbja01;G;4;0;0;207;9;1;0;123;
Winnipeg Jets;Eric Comrie\comrier01;G;2;0;0;120;6;1;1;52;
Ottawa Senators;Mike Condon\condomi01;G;28;0;2;1450;78;5;14;817;109
Detroit Red Wings;Jared Coreau\coreaja01;G;4;0;0;201;15;0;3;104;
Chicago Blackhawks;Corey Crawford\crawfco01;G;28;0;0;1584;60;16;9;842;82
Vegas Golden Knights;Oscar Dansk\danskos01;G;4;0;0;169;5;3;0;93;
Carolina Hurricanes;Scott Darling\darlisc01;G;39;0;0;2241;119;12;18;1036;131
San Jose Sharks;Aaron Dell\dellaa01;G;27;0;1;1443;64;15;5;739;99
Pittsburgh Penguins;Casey DeSmith\desmica01;G;13;0;0;640;28;5;4;321;100
Toronto Maple Leafs;Louis Domingue\dominlo01;G;16;0;0;895;52;6;8;471;126
Tampa Bay Lightning;Louis Domingue\dominlo01;G;9;0;0;507;24;6;2;277;
Arizona Coyotes;Louis Domingue\dominlo01;G;7;0;0;388;28;0;6;194;
Minnesota Wild;Devan Dubnyk\dubnyde01;G;53;0;3;3027;133;31;14;1573;97
Philadelphia Flyers;Brian Elliott\elliobr01;G;41;0;1;2403;109;21;11;1189;105
Vegas Golden Knights;Dylan Ferguson\fergudy01;G;1;0;0;9;1;0;0;2;
Vegas Golden Knights;Marc-Andre Fleury\fleurma01;G;41;0;1;2391;87;27;11;1236;81
Chicago Blackhawks;Anton Forsberg\forsban01;G;33;0;1;1590;81;9;16;851;109
New York Rangers;Alexandar Georgiev\georgal01;G;8;0;0;446;23;3;3;281;
New York Islanders;Christopher Gibson\gibsoch01;G;6;0;0;310;18;2;1;211;
Anaheim Ducks;John Gibson\gibsojo02;G;56;0;1;3225;130;29;17;1772;84
Calgary Flames;Jon Gillies\gillijo01;G;7;0;0;366;17;2;2;178;
Chicago Blackhawks;Jeff Glass\glassje01;G;14;0;0;761;42;3;6;413;116
New York Islanders;Thomas Greiss\greisth01;G;24;0;0;1312;84;11;7;774;124
Washington Capitals;Philipp Grubauer\grubaph01;G;31;0;1;1628;62;12;9;836;85
New York Islanders;Jaroslav Halak\halakja01;G;51;0;0;2845;155;18;25;1649;108
New York Rangers;Brandon Halverson\halvebr01;G;1;0;0;13;1;0;0;6;
Winnipeg Jets;Connor Hellebuyck\helleco01;G;61;0;2;3596;140;38;11;1851;87
Arizona Coyotes;Adin Hill\hillad01;G;4;0;0;241;14;1;3;129;
Washington Capitals;Braden Holtby\holtbbr01;G;50;0;0;2829;143;31;15;1520;108
Detroit Red Wings;Jimmy Howard\howarja02;G;55;0;1;3067;146;19;26;1613;104
Winnipeg Jets;Michael Hutchinson\hutchmi01;G;3;0;1;129;7;2;1;75;
St. Louis Blues;Carter Hutton\huttoca01;G;30;0;0;1513;51;16;7;771;76
Pittsburgh Penguins;Tristan Jarry\jarrytr01;G;26;0;2;1364;63;14;6;687;105
Buffalo Sabres;Chad Johnson\johnsch02;G;29;0;0;1438;79;8;12;761;119
San Jose Sharks;Martin Jones\jonesma02;G;53;0;0;3015;124;27;18;1495;95
Boston Bruins;Anton Khudobin\khudoan01;G;28;0;2;1594;66;15;6;792;95
New Jersey Devils;Keith Kinkaid\kinkake01;G;34;0;2;1878;91;20;10;997;104
Columbus Blue Jackets;Joonas Korpisalo\korpijo01;G;16;0;0;929;50;8;7;509;112
Toronto Maple Leafs;Darcy Kuemper\kuempda01;G;26;0;1;1415;57;12;5;713;91
Los Angeles Kings;Darcy Kuemper\kuempda01;G;19;0;1;999;35;10;1;516;78
Arizona Coyotes;Darcy Kuemper\kuempda01;G;7;0;0;416;22;2;4;197;
Toronto Maple Leafs;Eddie Lack\lacked01;G;8;0;0;343;23;2;4;177;
New Jersey Devils;Eddie Lack\lacked01;G;4;0;0;207;11;1;2;113;
Calgary Flames;Eddie Lack\lacked01;G;4;0;0;136;12;1;2;64;
Vegas Golden Knights;Maxime Lagace\lagacma01;G;16;0;0;874;57;6;7;430;152
Arizona Coyotes;Marek Langhamer\langhma01;G;1;0;0;29;0;0;0;10;
Buffalo Sabres;Robin Lehner\lehnero01;G;51;0;0;2783;136;14;25;1528;102
Dallas Stars;Kari Lehtonen\lehtoka01;G;31;0;0;1633;69;12;12;782;101
Montreal Canadiens;Charlie Lindgren\lindgch01;G;14;0;0;833;42;4;8;457;105
New York Rangers;Henrik Lundqvist\lundqhe01;G;59;0;1;3262;160;25;24;1878;97
Florida Panthers;Roberto Luongo\luongro01;G;29;0;2;1696;72;15;10;988;83
Philadelphia Flyers;Alex Lyon\lyonal01;G;10;0;0;457;19;4;2;221;
Vancouver Canucks;Jacob Markstrom\marksja02;G;55;0;3;3107;144;19;26;1596;103
Winnipeg Jets;Steve Mason\masonst01;G;12;0;1;622;33;4;6;352;107
Toronto Maple Leafs;Curtis McElhinney\mcelhcu01;G;16;0;1;861;30;10;4;465;74
Anaheim Ducks;Ryan Miller\millery01;G;24;0;0;1132;47;8;6;634;85
Toronto Maple Leafs;Al Montoya\montoal01;G;12;0;2;649;37;4;3;333;127
Edmonton Oilers;Al Montoya\montoal01;G;8;0;1;426;23;2;2;231;
Montreal Canadiens;Al Montoya\montoal01;G;4;0;1;223;14;2;1;102;
Toronto Maple Leafs;Petr Mrazek\mrazepe01;G;34;0;0;1845;93;13;12;943;113
Detroit Red Wings;Petr Mrazek\mrazepe01;G;22;0;0;1184;57;8;7;630;104
Philadelphia Flyers;Petr Mrazek\mrazepe01;G;12;0;0;661;36;5;5;313;132
Pittsburgh Penguins;Matt Murray\murrama02;G;43;0;1;2374;113;23;14;1232;105
Philadelphia Flyers;Michal Neuvirth\neuvimi01;G;21;0;1;1011;44;7;7;519;97
Toronto Maple Leafs;Antti Niemi\niemian02;G;22;0;1;1093;55;6;8;651;97
Montreal Canadiens;Antti Niemi\niemian02;G;17;0;0;906;34;6;4;533;73
Pittsburgh Penguins;Antti Niemi\niemian02;G;3;0;1;128;16;0;3;79;
Florida Panthers;Antti Niemi\niemian02;G;2;0;0;59;5;0;1;39;
Vancouver Canucks;Anders Nilsson\nilssan01;G;26;0;1;1399;82;7;14;817;115
New York Rangers;Ondrej Pavelec\pavelon01;G;16;0;0;737;37;4;7;412;103
Toronto Maple Leafs;Calvin Pickard\pickaca01;G;1;0;0;63;4;0;0;28;
Montreal Canadiens;Carey Price\priceca01;G;44;0;0;2557;129;15;23;1335;111
Los Angeles Kings;Jonathan Quick\quickjo01;G;58;0;4;3316;133;30;26;1711;89
Arizona Coyotes;Antti Raanta\raantan01;G;42;0;0;2302;91;17;16;1236;84
Boston Bruins;Tuukka Rask\rasktu01;G;48;0;2;2815;110;31;11;1332;94
Florida Panthers;James Reimer\reimeja01;G;38;0;0;2078;105;18;13;1183;102
Nashville Predators;Pekka Rinne\rinnepe01;G;54;0;1;3213;121;40;10;1703;81
Calgary Flames;David Rittich\rittida01;G;20;0;0;948;44;8;5;479;105
Nashville Predators;Juuse Saros\sarosju01;G;20;0;2;1215;48;8;5;644;85
Florida Panthers;Harri Sateri\saterha01;G;9;0;0;493;24;4;4;271;
New Jersey Devils;Cory Schneider\schneco01;G;39;0;0;2272;109;17;15;1202;104
Calgary Flames;Mike Smith\smithmi01;G;53;0;2;3071;136;24;21;1621;96
Minnesota Wild;Alex Stalock\staloal01;G;26;0;0;1375;64;10;10;731;100
Vegas Golden Knights;Malcolm Subban\subbama01;G;18;0;0;1027;43;11;3;519;95
Edmonton Oilers;Cam Talbot\talboca01;G;59;0;1;3324;164;28;27;1804;104
Buffalo Sabres;Linus Ullmark\ullmali01;G;4;0;0;209;7;1;2;112;
Colorado Avalanche;Semyon Varlamov\varlasi01;G;48;0;0;2685;124;22;15;1496;95
Tampa Bay Lightning;Andrei Vasilevskiy\vasilan02;G;60;0;1;3530;153;42;14;1925;91
Carolina Hurricanes;Cam Ward\wardca01;G;39;0;0;2221;105;20;13;1077;112
Arizona Coyotes;Scott Wedgewood\wedgesc01;G;20;0;0;1097;63;5;9;587;123
